epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.2588937354393091,0.9900990099009901,0.01605069661178492,0.0,0.0,0.0,0.0,0.016050696611784918,0.9900990099009901,-0.02968966960906982,0.05084745762711864,-0.26834583282470703,0.16666666666666666,0.03,0.0017821782178217822
2,0.08310371666913278,0.9900990099009901,0.046961177645986785,0.0,0.0,0.0,0.0,0.046961177645986785,0.9901980198019802,-1.291396677494049,0.10138248847926268,-1.9509150981903076,0.09401709401709402,0.11,0.011584158415841584
3,0.0558632445632782,0.9900990099009901,0.2184089126956228,0.0,0.0,0.0,0.0,0.2184089126956228,0.9908910891089109,-2.2487964630126953,0.28440366972477066,-2.7700016498565674,0.2627118644067797,0.31,0.011683168316831683
4,0.04563584466556934,0.9900990099009901,0.48637169332711067,0.0,0.0,0.0,0.0,0.4863716933271107,0.9924752475247525,-2.28403639793396,0.5463917525773196,-2.484919786453247,0.5638297872340425,0.53,0.009306930693069307
5,0.03945376719546461,0.9900990099009901,0.5593435513407506,0.0,0.0,0.0,0.0,0.5593435513407505,0.9924752475247525,-1.841454267501831,0.577319587628866,-2.0209091901779175,0.5957446808510638,0.56,0.009306930693069307
6,0.03571714801662685,0.9900990099009901,0.6366092702899769,0.0,0.0,0.0,0.0,0.6366092702899768,0.9937623762376238,-2.012022852897644,0.6666666666666666,-2.012022852897644,0.7078651685393258,0.63,0.008811881188118811
7,0.032518069204339674,0.9900990099009901,0.6565392846486027,0.0,0.0,0.0,0.0,0.6565392846486029,0.994059405940594,-1.6471664905548096,0.6629213483146067,-1.6471664905548096,0.7564102564102564,0.59,0.007722772277227723
8,0.029590761390377317,0.9900990099009901,0.7291858967668998,0.0,0.0,0.0,0.0,0.7291858967668999,0.9948514851485148,-1.387202262878418,0.7142857142857142,-1.4318323135375977,0.7926829268292683,0.65,0.008118811881188119
9,0.027155040888379983,0.9900990099009901,0.7414349580729234,0.0,0.0,0.0,0.0,0.7414349580729233,0.9946534653465346,-1.2300655841827393,0.7046632124352332,-1.3881542682647705,0.7311827956989247,0.68,0.009207920792079207
10,0.025354786163729652,0.9902970297029703,0.7248756185543104,0.0392156862745098,1.0,0.02,0.00019801980198019803,0.7248756185543104,0.995049504950495,-1.120680570602417,0.7282608695652173,-1.1874213218688965,0.7976190476190477,0.67,0.008316831683168317
