epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.18745685104754076,0.9875247524752475,0.024489158896521708,0.030769230769230767,0.06666666666666667,0.02,0.0029702970297029703,0.024489158896521705,0.9901980198019802,0.6510767936706543,0.037267080745341616,-0.46266573667526245,0.04918032786885246,0.03,0.00603960396039604
2,0.06997990596545116,0.9900990099009901,0.04108766201885735,0.0,0.0,0.0,0.0,0.04108766201885734,0.9901980198019802,-0.20003843307495117,0.0967741935483871,-1.918354332447052,0.08108108108108109,0.12,0.014653465346534653
3,0.05065685925157515,0.9900990099009901,0.24100035944750137,0.0,0.0,0.0,0.0,0.24100035944750137,0.9906930693069307,-1.2795921564102173,0.32051282051282054,-1.9426484107971191,0.44642857142857145,0.25,0.005544554455445544
4,0.03554350097258193,0.9900990099009901,0.6228475912663786,0.0,0.0,0.0,0.0,0.6228475912663786,0.9936633663366337,-1.4930787086486816,0.6116504854368932,-1.9389629364013672,0.5943396226415094,0.63,0.010495049504950496
5,0.026128332801976177,0.9900990099009901,0.7563979522584626,0.0,0.0,0.0,0.0,0.7563979522584626,0.995049504950495,-1.4010226726531982,0.7222222222222223,-1.4010226726531982,0.8125,0.65,0.007920792079207921
6,0.02078761685279351,0.9908910891089109,0.78562902588974,0.14814814814814814,1.0,0.08,0.0007920792079207921,0.78562902588974,0.9955445544554455,-0.9971201419830322,0.7459459459459459,-1.3302949666976929,0.8117647058823529,0.69,0.008415841584158416
7,0.01718126911855513,0.9920792079207921,0.8015207952655957,0.33333333333333337,1.0,0.2,0.0019801980198019802,0.8015207952655957,0.9957425742574257,-1.1317522525787354,0.7624309392265193,-1.1317522525787354,0.8518518518518519,0.69,0.00801980198019802
8,0.014207801870760449,0.9935643564356436,0.828666077849629,0.5390070921985816,0.926829268292683,0.38,0.0040594059405940595,0.8286660778496291,0.9959405940594059,-0.8124666213989258,0.7853403141361257,-1.0400261878967285,0.8241758241758241,0.75,0.00900990099009901
9,0.011947177104291003,0.9941584158415842,0.820914651969185,0.593103448275862,0.9555555555555556,0.43,0.004455445544554455,0.820914651969185,0.996039603960396,-0.8182899951934814,0.7894736842105262,-0.9303009510040283,0.8333333333333334,0.75,0.00891089108910891
10,0.010115692505989302,0.9953465346534653,0.8112848386650259,0.7116564417177913,0.9206349206349206,0.58,0.006237623762376238,0.8112848386650259,0.996039603960396,-0.3654506206512451,0.7752808988764044,-0.4295036792755127,0.8846153846153846,0.69,0.007722772277227723
