epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.2126889968424018,0.9801980198019802,0.013145675484774686,0.02912621359223301,0.02830188679245283,0.03,0.010495049504950496,0.013145675484774685,0.9900990099009901,0.5661569833755494,0.03896103896103896,0.18938928842544556,0.05555555555555555,0.03,0.005346534653465347
2,0.07289781964383035,0.9900990099009901,0.03379829618768966,0.0,0.0,0.0,0.0,0.03379829618768966,0.9901980198019802,-0.4572364091873169,0.08000000000000002,-1.0962415933609009,0.2,0.05,0.0024752475247524753
3,0.05630938829942641,0.9900990099009901,0.11467770028961245,0.0,0.0,0.0,0.0,0.11467770028961245,0.9904950495049505,-1.5718730688095093,0.16883116883116883,-1.9927940964698792,0.24074074074074073,0.13,0.005346534653465347
4,0.04510768337256548,0.9900990099009901,0.35837531866652683,0.0,0.0,0.0,0.0,0.3583753186665268,0.9915841584158416,-2.1379157304763794,0.4180790960451977,-2.4127687215805054,0.4805194805194805,0.37,0.007623762376237624
5,0.036224202486820484,0.9900990099009901,0.5878018043014639,0.0,0.0,0.0,0.0,0.587801804301464,0.9930693069306931,-1.832444667816162,0.5777777777777778,-2.151029109954834,0.65,0.52,0.007920792079207921
6,0.030008558965419558,0.9900990099009901,0.7206757464307426,0.0,0.0,0.0,0.0,0.7206757464307426,0.994059405940594,-1.5211089849472046,0.6666666666666667,-2.135925054550171,0.5877862595419847,0.77,0.01297029702970297
7,0.024851013600776437,0.9900990099009901,0.7676356419127364,0.0,0.0,0.0,0.0,0.7676356419127364,0.9955445544554455,-1.4132206439971924,0.7486033519553073,-1.4132206439971924,0.8481012658227848,0.67,0.007821782178217822
8,0.020956743728623203,0.9900990099009901,0.7707640269867234,0.0,0.0,0.0,0.0,0.7707640269867234,0.9952475247524752,-1.2520837783813477,0.743455497382199,-1.4758672714233398,0.7802197802197802,0.71,0.00900990099009901
9,0.017669048271198,0.9908910891089109,0.7892680122248583,0.14814814814814814,1.0,0.08,0.0007920792079207921,0.7892680122248583,0.9957425742574257,-1.2788095474243164,0.7783251231527093,-1.6168925762176514,0.7669902912621359,0.79,0.010198019801980198
10,0.015121181528023334,0.9923762376237624,0.8073203461045557,0.384,0.96,0.24,0.0024752475247524753,0.8073203461045557,0.9962376237623762,-1.049509048461914,0.7865168539325842,-1.049509048461914,0.8974358974358975,0.7,0.007722772277227723
