epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.2155577733611838,0.9862376237623762,0.013302558025402766,0.027972027972027972,0.046511627906976744,0.02,0.004257425742574258,0.013302558025402766,0.9900990099009901,0.678042769432068,0.0410958904109589,-0.044304609298706055,0.06521739130434782,0.03,0.004554455445544554
2,0.07396669385168637,0.9900990099009901,0.021059959316408777,0.0,0.0,0.0,0.0,0.021059979178243322,0.9900990099009901,-0.21252369880676267,0.0546448087431694,-1.4566449522972107,0.060240963855421686,0.05,0.008217821782178218
3,0.05676151666756154,0.9900990099009901,0.14641699898079658,0.0,0.0,0.0,0.0,0.14641699898079658,0.9904950495049505,-1.703085482120514,0.26122448979591834,-2.691781997680664,0.2206896551724138,0.32,0.014356435643564357
4,0.04459450751331932,0.9900990099009901,0.42360742871957824,0.0,0.0,0.0,0.0,0.42360742871957824,0.991980198019802,-1.9058276414871216,0.4397905759162304,-2.3226804733276367,0.46153846153846156,0.42,0.00900990099009901
5,0.03571854562776289,0.9900990099009901,0.6125964346133471,0.0,0.0,0.0,0.0,0.6125964346133469,0.9933663366336634,-1.8466709852218628,0.6067415730337079,-1.9562327861785889,0.6923076923076923,0.54,0.007722772277227723
6,0.029322292083013502,0.9900990099009901,0.7152486404423845,0.0,0.0,0.0,0.0,0.7152486404423845,0.9946534653465346,-1.7661404609680176,0.7157894736842104,-1.7661404609680176,0.7555555555555555,0.68,0.00891089108910891
7,0.024552814590419154,0.9900990099009901,0.7598641243281279,0.0,0.0,0.0,0.0,0.7598641243281279,0.9947524752475247,-1.3774628639221191,0.7272727272727273,-1.760966420173645,0.6972477064220184,0.76,0.010792079207920791
8,0.020719633800748295,0.9900990099009901,0.7674643998595752,0.0,0.0,0.0,0.0,0.7674643998595754,0.9954455445544554,-1.325883388519287,0.7628865979381443,-1.505333423614502,0.7872340425531915,0.74,0.009306930693069307
9,0.01756606802787856,0.9911881188118812,0.7869521914754547,0.19819819819819817,1.0,0.11,0.0010891089108910892,0.7869521914754547,0.9952475247524752,-1.2157444953918457,0.7465437788018433,-1.5222094058990479,0.6923076923076923,0.81,0.011584158415841584
10,0.014762542202897614,0.9921782178217822,0.8002409890784447,0.35772357723577236,0.9565217391304348,0.22,0.002277227722772277,0.8002409890784448,0.9958415841584158,-1.1683681011199951,0.7692307692307692,-1.1683681011199951,0.8536585365853658,0.7,0.008118811881188119
