epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.2589964932371659,0.9901980198019802,0.024925548717873038,0.019801980198019802,1.0,0.01,9.900990099009902e-05,0.024925548717873038,0.9901980198019802,-0.00020331144332885742,0.06060606060606061,-0.43662649393081665,0.125,0.04,0.0031683168316831685
2,0.0830555858974965,0.9900990099009901,0.060735104238570675,0.0,0.0,0.0,0.0,0.060735104238570675,0.9902970297029703,-1.1774987578392029,0.1095890410958904,-1.7781416773796082,0.17391304347826086,0.08,0.004554455445544554
3,0.056046360871233034,0.9900990099009901,0.235393005815276,0.0,0.0,0.0,0.0,0.23539300581527603,0.9907920792079208,-2.271110415458679,0.32926829268292684,-2.5759345293045044,0.421875,0.27,0.006336633663366337
4,0.04541209168943279,0.9900990099009901,0.46628073562873484,0.0,0.0,0.0,0.0,0.46628073562873484,0.991980198019802,-2.2697216272354126,0.4945054945054946,-2.5311864614486694,0.5487804878048781,0.45,0.008118811881188119
5,0.03951676713207009,0.9900990099009901,0.5953317046713592,0.0,0.0,0.0,0.0,0.5953317046713592,0.9932673267326733,-2.0337002277374268,0.5869565217391305,-2.188299775123596,0.6428571428571429,0.54,0.008316831683168317
6,0.035320206647243814,0.9900990099009901,0.6416209929874352,0.0,0.0,0.0,0.0,0.6416209929874352,0.994059405940594,-1.9013742208480835,0.6521739130434783,-1.969863772392273,0.7142857142857143,0.6,0.008316831683168317
7,0.032173133767460727,0.9900990099009901,0.6980523846525937,0.0,0.0,0.0,0.0,0.6980523846525938,0.9941584158415842,-1.4865007400512695,0.6770833333333333,-1.8329106569290161,0.7065217391304348,0.65,0.009108910891089108
8,0.029338283273196375,0.9900990099009901,0.7159719476447742,0.0,0.0,0.0,0.0,0.7159719476447742,0.9943564356435644,-1.3077950477600098,0.7010309278350516,-1.3758699893951416,0.723404255319149,0.68,0.009306930693069307
9,0.027273104075274886,0.9900990099009901,0.7437071947821665,0.0,0.0,0.0,0.0,0.7437071947821665,0.994950495049505,-1.324073314666748,0.7329842931937172,-1.3400852680206299,0.7692307692307693,0.7,0.00900990099009901
10,0.025248720218840198,0.9903960396039604,0.7576902989436952,0.058252427184466014,1.0,0.03,0.000297029702970297,0.7576902989436953,0.9954455445544554,-1.2564055919647217,0.7553191489361702,-1.2564055919647217,0.8068181818181818,0.71,0.008712871287128714
