epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.2154950355073068,0.9863366336633663,0.015290166047593767,0.028169014084507043,0.047619047619047616,0.02,0.004158415841584159,0.015290166047593767,0.9900990099009901,0.7125548124313356,0.03636363636363636,0.3919146656990051,0.2,0.02,0.0009900990099009901
2,0.07380434082193574,0.9900990099009901,0.026834967398282946,0.0,0.0,0.0,0.0,0.026834967398282946,0.9900990099009901,-0.16368794441223142,0.058823529411764705,-1.657117486000061,0.07142857142857142,0.05,0.006930693069306931
3,0.056650078798251194,0.9900990099009901,0.12348497518044389,0.0,0.0,0.0,0.0,0.12348497518044389,0.9903960396039604,-1.4334831237792969,0.21399176954732513,-2.4315876960754395,0.18181818181818182,0.26,0.014158415841584159
4,0.044709240619895674,0.9900990099009901,0.3400036220567842,0.0,0.0,0.0,0.0,0.34000362205678414,0.9912871287128713,-1.7502782344818115,0.40625,-2.0813173055648804,0.42391304347826086,0.39,0.009108910891089108
5,0.03547543765919985,0.9900990099009901,0.6056779860687297,0.0,0.0,0.0,0.0,0.6056779860687297,0.9934653465346535,-1.8448642492294312,0.6117647058823529,-1.9068260192871094,0.7428571428571429,0.52,0.006930693069306931
6,0.029162406096767946,0.9900990099009901,0.7313889783166172,0.0,0.0,0.0,0.0,0.7313889783166172,0.993960396039604,-1.4177906513214111,0.6693227091633466,-2.186421275138855,0.5562913907284768,0.84,0.01495049504950495
7,0.02413900451846447,0.9900990099009901,0.7611880358702,0.0,0.0,0.0,0.0,0.7611880358701999,0.9945544554455445,-1.461900234222412,0.7058823529411765,-1.5474696159362793,0.7586206896551724,0.66,0.008613861386138615
8,0.02035808759601836,0.9901980198019802,0.7951754371620808,0.019801980198019802,1.0,0.01,9.900990099009902e-05,0.7951754371620808,0.9952475247524752,-1.2102055549621582,0.7562189054726369,-1.5618259906768799,0.7524752475247525,0.76,0.01
9,0.017048806347499054,0.9912871287128713,0.8074248566124252,0.22807017543859648,0.9285714285714286,0.13,0.001386138613861386,0.8074248566124252,0.9956435643564356,-1.2032966613769531,0.7659574468085107,-1.263739824295044,0.8181818181818182,0.72,0.008712871287128714
10,0.014536787924284311,0.9931683168316832,0.8067267082577573,0.48888888888888893,0.9428571428571428,0.33,0.0034653465346534654,0.8067267082577573,0.9962376237623762,-0.8877637386322021,0.8041237113402062,-0.9724576473236084,0.8297872340425532,0.78,0.009306930693069307
