epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.5058534792855524,0.9900990099009901,0.3020138714380167,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-1.7037127017974854,0.39759036144578314,-1.7043676376342773,0.5,0.33,0.006534653465346534
2,0.11483095735783562,0.9900990099009901,0.302013193491347,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-3.0442521572113037,0.39759036144578314,-3.044624447822571,0.5,0.33,0.006534653465346534
3,0.06458163956053678,0.9900990099009901,0.30198511767316466,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-3.962786316871643,0.39759036144578314,-3.9630497694015503,0.5,0.33,0.006534653465346534
4,0.05644009570240062,0.9900990099009901,0.301975295541915,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.410467863082886,0.39759036144578314,-4.410682678222656,0.5,0.33,0.006534653465346534
5,0.05562519110556966,0.9900990099009901,0.30196561130176175,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.5261616706848145,0.39759036144578314,-4.5263543128967285,0.5,0.33,0.006534653465346534
6,0.05555817406966795,0.9900990099009901,0.301963325786812,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.509051322937012,0.39759036144578314,-4.509240627288818,0.5,0.33,0.006534653465346534
7,0.05557899008249678,0.9900990099009901,0.30196383229024976,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.539597272872925,0.39759036144578314,-4.539775133132935,0.5,0.33,0.006534653465346534
8,0.05556381242503817,0.9900990099009901,0.3019436151646866,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.527601718902588,0.39759036144578314,-4.527775764465332,0.5,0.33,0.006534653465346534
9,0.055577244826935726,0.9900990099009901,0.3019779223656829,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.555332660675049,0.39759036144578314,-4.555496692657471,0.5,0.33,0.006534653465346534
10,0.055559258176350164,0.9900990099009901,0.30196459796262254,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.534273147583008,0.39759036144578314,-4.534435510635376,0.5,0.33,0.006534653465346534
