epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.5052530892358537,0.9900990099009901,0.30201748315509014,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-1.7055543065071106,0.39759036144578314,-1.70620858669281,0.5,0.33,0.006534653465346534
2,0.11454059971402708,0.9900990099009901,0.30201452096200315,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-3.048065423965454,0.39759036144578314,-3.0484371185302734,0.5,0.33,0.006534653465346534
3,0.06451210031919877,0.9900990099009901,0.3019880113499019,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-3.9668163061141968,0.39759036144578314,-3.967079520225525,0.5,0.33,0.006534653465346534
4,0.05641538516507838,0.9900990099009901,0.3019689676482591,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.406190633773804,0.39759036144578314,-4.406405925750732,0.5,0.33,0.006534653465346534
5,0.05563231919154876,0.9900990099009901,0.3019694663569448,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.5030198097229,0.39759036144578314,-4.503216743469238,0.5,0.33,0.006534653465346534
6,0.055601517087329196,0.9900990099009901,0.3019553404920331,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.515315771102905,0.39759036144578314,-4.515504360198975,0.5,0.33,0.006534653465346534
7,0.05557453212095834,0.9900990099009901,0.3019678354120607,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.526584625244141,0.39759036144578314,-4.526764869689941,0.5,0.33,0.006534653465346534
8,0.055572038782260254,0.9900990099009901,0.3019505690177822,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.537802696228027,0.39759036144578314,-4.537975311279297,0.5,0.33,0.006534653465346534
9,0.05557026082583608,0.9900990099009901,0.30198387596236004,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.548268795013428,0.39759036144578314,-4.548434495925903,0.5,0.33,0.006534653465346534
10,0.05556128423992743,0.9900990099009901,0.3019590260433464,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.528326511383057,0.39759036144578314,-4.52849006652832,0.5,0.33,0.006534653465346534
