epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.5054168731121058,0.9900990099009901,0.30201460661071594,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-1.7058552503585815,0.39759036144578314,-1.7065094709396362,0.5,0.33,0.006534653465346534
2,0.11460616786671499,0.9900990099009901,0.3020104557413559,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-3.043528199195862,0.39759036144578314,-3.0439006090164185,0.5,0.33,0.006534653465346534
3,0.06451790149571798,0.9900990099009901,0.3019894683527536,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-3.9751874208450317,0.39759036144578314,-3.975449562072754,0.5,0.33,0.006534653465346534
4,0.05640879907671183,0.9900990099009901,0.30197985589537724,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.435983896255493,0.39759036144578314,-4.436193943023682,0.5,0.33,0.006534653465346534
5,0.055610219036340086,0.9900990099009901,0.3019484702313403,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.522183418273926,0.39759036144578314,-4.522376775741577,0.5,0.33,0.006534653465346534
6,0.05557007955853388,0.9900990099009901,0.3019484014328513,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.530442953109741,0.39759036144578314,-4.530628681182861,0.5,0.33,0.006534653465346534
7,0.055594978877662855,0.9900990099009901,0.301969478588862,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.525805711746216,0.39759036144578314,-4.525985956192017,0.5,0.33,0.006534653465346534
8,0.055564541151023945,0.9900990099009901,0.3019629511692896,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.516202688217163,0.39759036144578314,-4.516378402709961,0.5,0.33,0.006534653465346534
9,0.05557597036100072,0.9900990099009901,0.3019744306068368,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.53050684928894,0.39759036144578314,-4.530674695968628,0.5,0.33,0.006534653465346534
10,0.05556764220474671,0.9900990099009901,0.3019677332257465,0.0,0.0,0.0,0.0,0.3020181157593537,0.9908910891089109,-4.530547857284546,0.39759036144578314,-4.530710458755493,0.5,0.33,0.006534653465346534
