epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.19095676272729886,0.9875247524752475,0.0130579769974154,0.015625,0.03571428571428571,0.01,0.002772277227722772,0.013058003470946208,0.9900990099009901,0.6637321710586549,0.04848484848484848,-0.853984147310257,0.06153846153846154,0.04,0.006435643564356435
2,0.06546506493305476,0.9895049504950495,0.01593666434116367,0.0,0.0,0.0,0.000594059405940594,0.01593666434116367,0.9900990099009901,0.27740073204040533,0.046511627906976744,-2.40878963470459,0.03482587064676617,0.07,0.0199009900990099
3,0.05468163708082621,0.9900990099009901,0.060033262292783586,0.0,0.0,0.0,0.0,0.06003326229278359,0.9901980198019802,-0.801201343536377,0.1283018867924528,-2.090120315551758,0.10303030303030303,0.17,0.016336633663366337
4,0.04154450198342392,0.9900990099009901,0.4252734018879904,0.0,0.0,0.0,0.0,0.42527340188799045,0.9917821782178218,-1.4742628335952759,0.49484536082474223,-1.7523088455200195,0.5106382978723404,0.48,0.009306930693069307
5,0.029601436703826804,0.9901980198019802,0.6210825475264931,0.019801980198019802,1.0,0.01,9.900990099009902e-05,0.621082547526493,0.9934653465346535,-1.0802825689315796,0.6028708133971291,-1.7061125040054321,0.5779816513761468,0.63,0.010792079207920791
6,0.021905074612244398,0.9903960396039604,0.7077521210224689,0.058252427184466014,1.0,0.03,0.000297029702970297,0.7077521210224688,0.9943564356435644,-1.1847518682479858,0.676923076923077,-1.5772013664245605,0.6947368421052632,0.66,0.009405940594059406
7,0.0169730556168125,0.9916831683168317,0.769604288922152,0.288135593220339,0.9444444444444444,0.17,0.0017821782178217822,0.769604288922152,0.9952475247524752,-1.179332971572876,0.7419354838709676,-1.3519883155822754,0.8023255813953488,0.69,0.008514851485148515
8,0.013420069251086238,0.9921782178217822,0.7787273917339813,0.368,0.92,0.23,0.0024752475247524753,0.7787273917339812,0.9953465346534653,-1.0378508567810059,0.7373737373737373,-1.5595719814300537,0.7448979591836735,0.73,0.009702970297029703
9,0.010681199097880666,0.9931683168316832,0.7696161862706722,0.48888888888888893,0.9428571428571428,0.33,0.0034653465346534654,0.7696161862706722,0.9953465346534653,-1.3654975891113281,0.7513227513227513,-1.3654975891113281,0.797752808988764,0.71,0.008811881188118811
10,0.008520228440813663,0.9938613861386139,0.7974604641054195,0.5633802816901408,0.9523809523809523,0.4,0.004158415841584159,0.7974604641054195,0.9954455445544554,-1.0047106742858887,0.7419354838709676,-1.4834139347076416,0.8023255813953488,0.69,0.008514851485148515
