epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.2584509270115559,0.9901980198019802,0.026787640412375725,0.019801980198019802,1.0,0.01,9.900990099009902e-05,0.02678764041237573,0.9901980198019802,-0.06132066249847412,0.06976744186046512,-0.6184343695640564,0.08333333333333333,0.06,0.007128712871287129
2,0.08209013229512027,0.9900990099009901,0.061702541691882856,0.0,0.0,0.0,0.0,0.061702541691882856,0.9901980198019802,-1.1225195527076721,0.11055276381909547,-2.0678435564041138,0.1111111111111111,0.11,0.009801980198019802
3,0.05525046329262159,0.9900990099009901,0.22446581429604284,0.0,0.0,0.0,0.0,0.22446581429604287,0.9906930693069307,-2.274019956588745,0.32558139534883723,-2.4526056051254272,0.3888888888888889,0.28,0.007128712871287129
4,0.044947979599040754,0.9900990099009901,0.4571933860160144,0.0,0.0,0.0,0.0,0.4571933860160144,0.9917821782178218,-2.2563217878341675,0.49484536082474223,-2.4476178884506226,0.5106382978723404,0.48,0.009306930693069307
5,0.039328806667429,0.9900990099009901,0.6096406320220845,0.0,0.0,0.0,0.0,0.6096406320220845,0.9934653465346535,-2.0786163806915283,0.6224489795918368,-2.3151419162750244,0.6354166666666666,0.61,0.009504950495049505
6,0.03529636922417965,0.9900990099009901,0.6527989026819105,0.0,0.0,0.0,0.0,0.6527989026819105,0.9936633663366337,-1.8832794427871704,0.6444444444444445,-1.9903899431228638,0.725,0.58,0.007920792079207921
7,0.03176774150852228,0.9900990099009901,0.6904490446340719,0.0,0.0,0.0,0.0,0.6904490446340718,0.9944554455445545,-1.5626519918441772,0.6815642458100559,-1.6336712837219238,0.7721518987341772,0.61,0.007821782178217822
8,0.029193226921685834,0.9900990099009901,0.7379371266248657,0.0,0.0,0.0,0.0,0.7379371266248657,0.9951485148514851,-1.2946429252624512,0.7182320441988951,-1.4445199966430664,0.8024691358024691,0.65,0.00801980198019802
9,0.02692614413275974,0.9900990099009901,0.7460947966431848,0.0,0.0,0.0,0.0,0.7460947966431848,0.995049504950495,-1.073852777481079,0.7126436781609196,-1.1950316429138184,0.8378378378378378,0.62,0.007326732673267326
10,0.025026252802473843,0.9905940594059406,0.7676174368322686,0.09523809523809523,1.0,0.05,0.0004950495049504951,0.7676174368322686,0.9954455445544554,-0.845106840133667,0.7473684210526317,-1.0950641632080078,0.7888888888888889,0.71,0.00891089108910891
