epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.17277829656662633,0.9854455445544554,0.012054814313421546,0.02649006622516556,0.0392156862745098,0.02,0.00504950495049505,0.01205481431342155,0.9900990099009901,0.9113112688064576,0.031914893617021274,-0.47435545921325684,0.03409090909090909,0.03,0.008712871287128714
2,0.0648837874462223,0.9898019801980198,0.019283218509096527,0.0,0.0,0.0,0.000297029702970297,0.019283218509096527,0.9900990099009901,0.3755438327789307,0.06467661691542288,-2.094738006591797,0.04304635761589404,0.13,0.0299009900990099
3,0.05265755344717247,0.9900990099009901,0.19123210324783327,0.0,0.0,0.0,0.0,0.19123210324783327,0.9906930693069307,-0.690217137336731,0.26732673267326734,-1.8967060446739197,0.2647058823529412,0.27,0.0100990099009901
4,0.03843350293388835,0.9900990099009901,0.4986772074707369,0.0,0.0,0.0,0.0,0.49867720747073696,0.9923762376237624,-1.0959703922271729,0.5061728395061729,-1.4186673164367676,0.6612903225806451,0.41,0.006138613861386139
5,0.02731632454165404,0.9901980198019802,0.6227771123990354,0.019801980198019802,1.0,0.01,9.900990099009902e-05,0.6227771123990354,0.9935643564356436,-1.1243468523025513,0.6010362694300518,-1.6151325702667236,0.6236559139784946,0.58,0.009207920792079207
6,0.020482400182925693,0.9908910891089109,0.7901100819996298,0.14814814814814814,1.0,0.08,0.0007920792079207921,0.79011008199963,0.9957425742574257,-1.2143909931182861,0.7659574468085107,-1.2973949909210205,0.8181818181818182,0.72,0.008712871287128714
7,0.015982757747338528,0.9918811881188119,0.780383976030865,0.3050847457627119,1.0,0.18,0.0017821782178217822,0.780383976030865,0.9955445544554455,-1.1720783710479736,0.7593582887700535,-1.3876268863677979,0.8160919540229885,0.71,0.008613861386138615
8,0.012774188376644175,0.9933663366336634,0.7834762281608088,0.5109489051094891,0.9459459459459459,0.35,0.003663366336633663,0.7834762281608088,0.9952475247524752,-0.8611164093017578,0.7419354838709676,-1.1128132343292236,0.8023255813953488,0.69,0.008514851485148515
9,0.010254842234022761,0.9934653465346535,0.789781644020811,0.5285714285714286,0.925,0.37,0.0039603960396039604,0.7897816440208107,0.9952475247524752,-1.0388882160186768,0.7373737373737373,-1.3637897968292236,0.7448979591836735,0.73,0.009702970297029703
10,0.008294758493531808,0.9944554455445545,0.819581054919688,0.631578947368421,0.9230769230769231,0.48,0.005148514851485149,0.819581054919688,0.9956435643564356,-0.7618417739868164,0.7647058823529411,-1.3470396995544434,0.75,0.78,0.010297029702970298
