epoch,train_loss,val_default_accuracy,val_default_average_precision,val_default_f1,val_default_precision,val_default_recall,val_default_predicted_positive_rate,val_default_cosine_average_precision,val_best_accuracy,val_accuracy_threshold,val_best_f1,val_f1_threshold,val_f1_threshold_precision,val_f1_threshold_recall,val_f1_threshold_predicted_positive_rate
1,0.18547275707857347,0.9878217821782178,0.020915077268739125,0.04651162790697674,0.10344827586206896,0.03,0.0028712871287128712,0.020915103002199516,0.9900990099009901,0.6903046369552613,0.051948051948051945,-0.3573254346847534,0.07407407407407407,0.04,0.005346534653465347
2,0.06956995768450916,0.9900990099009901,0.05560530399412182,0.0,0.0,0.0,0.0,0.05560530399412182,0.9902970297029703,-0.3219764232635498,0.11343283582089553,-2.1495237350463867,0.08085106382978724,0.19,0.023267326732673267
3,0.05041715861696439,0.9900990099009901,0.3024384019682387,0.0,0.0,0.0,0.0,0.30243840196823873,0.9908910891089109,-1.6784816980361938,0.3885714285714286,-2.0607712268829346,0.4533333333333333,0.34,0.007425742574257425
4,0.03551648539893883,0.9900990099009901,0.590347148820556,0.0,0.0,0.0,0.0,0.5903471488205561,0.9928712871287129,-1.6404777765274048,0.5794392523364487,-2.226649045944214,0.543859649122807,0.62,0.011287128712871287
5,0.026197080212274473,0.9900990099009901,0.7634879168505698,0.0,0.0,0.0,0.0,0.7634879168505698,0.995049504950495,-1.2437351942062378,0.7222222222222223,-1.4404062032699585,0.8125,0.65,0.007920792079207921
6,0.020847123467918408,0.9911881188118812,0.7836314924733968,0.19819819819819817,1.0,0.11,0.0010891089108910892,0.7836314924733968,0.9958415841584158,-1.026362419128418,0.7650273224043715,-1.132746696472168,0.8433734939759037,0.7,0.008217821782178218
7,0.016864600188149004,0.9925742574257426,0.7810399644497646,0.4186046511627907,0.9310344827586207,0.27,0.0028712871287128712,0.7810399644497645,0.9957425742574257,-1.0752923488616943,0.7777777777777778,-1.3557202816009521,0.7857142857142857,0.77,0.009702970297029703
8,0.014176336778865439,0.9942574257425743,0.8195878540168335,0.6027397260273973,0.9565217391304348,0.44,0.004554455445544554,0.8195878540168334,0.996039603960396,-0.9199137687683105,0.7853403141361257,-1.0995244979858398,0.8241758241758241,0.75,0.00900990099009901
9,0.011859520002711134,0.9941584158415842,0.8085809300076451,0.6040268456375839,0.9183673469387755,0.45,0.0048514851485148515,0.8085809300076451,0.9959405940594059,-0.821317195892334,0.7812500000000001,-0.9525210857391357,0.8152173913043478,0.75,0.009108910891089108
10,0.01007525005876272,0.9953465346534653,0.8328484089931165,0.7044025157232704,0.9491525423728814,0.56,0.005841584158415842,0.8328484089931165,0.9959405940594059,-0.6173129081726074,0.7857142857142857,-1.0751538276672363,0.8020833333333334,0.77,0.009504950495049505
